cik,name,period,fy,fp,form,revenue,rd_expense,sm_expense,ga_expense,sbc,operating_income,net_income,ocf,capex,acquisitions,cash,short_term_investments,total_assets,total_liabilities,equity,deferred_rev_current,deferred_rev_noncurrent,rpo,debt_current,debt_noncurrent,lease_liab_current,lease_liab_noncurrent,capex_intensity,rd_intensity,sbc_pct_revenue,operating_margin,net_margin,ocf_to_capex,debt_to_assets,debt_to_equity,total_deferred_revenue,rpo_to_deferred_ratio,fcf_margin,total_debt,cash_and_investments,cash_to_debt
883241,SYNOPSYS INC,20230430,2023,Q2,10-Q,2756203000.0,950926000.0,,188447000.0,277485000.0,943894000.0,608468000.0,905701000.0,91368000.0,,1544592000.0,150846000.0,9790732000.0,3917910000.0,5831859000.0,1968808000.0,191413000.0,,,20824000.0,78056000.0,591667000.0,0.03314995303321272,0.34501304874858635,0.10067654668397066,0.3424617127258043,0.22076312956629102,9.91267183258909,,,2160221000.0,,0.2954546526507663,20824000.0,1695438000.0,81.41749903956973
883241,SYNOPSYS INC,20230731,2023,Q3,10-Q,4243491000.0,1458328000.0,,298161000.0,421949000.0,1468644000.0,880698000.0,1377213000.0,136520000.0,,1686144000.0,148443000.0,9923231000.0,3923350000.0,5958555000.0,1910822000.0,194860000.0,,,20824000.0,80192000.0,590827000.0,0.03217162473067576,0.34366232896452475,0.09943440436188035,0.34609334625665517,0.20754091383721562,10.087994433050103,,,2105682000.0,,0.29237554645455827,20824000.0,1834587000.0,88.09964464079908
883241,SYNOPSYS INC,20231031,2023,FY,10-K,5842619000.0,1946813000.0,,410311000.0,563292000.0,2048045000.0,1229888000.0,1738900000.0,189618000.0,,1438913000.0,151639000.0,10333131000.0,4148830000.0,6147308000.0,1910822000.0,175128000.0,,,20824000.0,85690000.0,584035000.0,0.032454281205055474,0.33320895988596894,0.09641087327446818,0.3505354362487097,0.21050285839278585,9.170542880950121,,,2085950000.0,,0.2651690962563193,20824000.0,1590552000.0,76.38071456012294
883241,SYNOPSYS INC,20240131,2024,Q1,10-Q,1649230000.0,552056000.0,,138374000.0,180652000.0,638358000.0,449112000.0,114751000.0,43500000.0,,1438913000.0,154490000.0,10558259000.0,4148830000.0,6670984000.0,1855839000.0,189841000.0,,,18078000.0,89194000.0,584035000.0,0.026375945138034113,0.33473560388787493,0.10953717795577331,0.38706426635460184,0.2723161717892592,2.637954022988506,,,2045680000.0,,0.043202585448967094,18078000.0,1593403000.0,88.14044695209647
883241,SYNOPSYS INC,20240430,2024,Q2,10-Q,2965701000.0,1018670000.0,,246027000.0,358487000.0,1148234000.0,741219000.0,817691000.0,91368000.0,,1502920000.0,156780000.0,11011837000.0,4148830000.0,7153160000.0,1559461000.0,307965000.0,,,18078000.0,84550000.0,579686000.0,0.03080823049929848,0.3434837159915986,0.1208776609644735,0.38717119493839736,0.24993045489076612,8.949424306102793,,,1867426000.0,,0.24490769635914073,18078000.0,1659700000.0,91.8077220931519
883241,SYNOPSYS INC,20240731,2024,Q3,10-Q,4491450000.0,1527542000.0,,396464000.0,540026000.0,1758823000.0,1149274000.0,1377213000.0,136520000.0,,1839815000.0,154431000.0,11648684000.0,4148830000.0,7709396000.0,1559461000.0,319080000.0,,,18078000.0,89869000.0,579686000.0,0.030395529283416267,0.340099967716439,0.12023422280109987,0.39159358336394706,0.2558803949726703,10.087994433050103,,,1878541000.0,,0.2762344009172984,18078000.0,1994246000.0,110.31341962606483
883241,SYNOPSYS INC,20241031,2024,FY,10-K,6127436000.0,2082360000.0,,568496000.0,692316000.0,2362059000.0,2263380000.0,1738900000.0,189618000.0,,3896532000.0,153869000.0,13073561000.0,4148830000.0,8990702000.0,1559461000.0,340831000.0,,,18078000.0,94791000.0,579686000.0,0.030945733256128663,0.3398419828456797,0.11298624742877772,0.3854889712434369,0.36938451907127223,9.170542880950121,,,1900292000.0,,0.2528434405516435,18078000.0,4050401000.0,224.05138842792346
883241,SYNOPSYS INC,20250131,2025,Q1,10-Q,1510989000.0,553216000.0,,167086000.0,186463000.0,605192000.0,449112000.0,-67455000.0,40715000.0,,3896532000.0,155489000.0,13073561000.0,4050355000.0,9304792000.0,1391737000.0,340831000.0,,,15601000.0,99310000.0,574065000.0,0.026945927468697655,0.36612840993547935,0.12340460453385167,0.40052707200383325,0.29723048943440356,-1.6567604077121454,,,1732568000.0,,-0.07158887324791907,15601000.0,4052021000.0,259.72828664829177
883241,SYNOPSYS INC,20250430,2025,Q2,10-Q,3059581000.0,1107195000.0,,303583000.0,388186000.0,1148234000.0,741219000.0,388800000.0,96303000.0,,14119095000.0,153869000.0,23756517000.0,13840912000.0,9915718000.0,1391737000.0,340831000.0,,22962000.0,10027681000.0,104170000.0,587438000.0,0.03147587855984202,0.3618779826387992,0.1268755427622279,0.375291257201558,0.24226160379476797,4.03725740631133,0.4230688783208414,1.0136071840687684,1732568000.0,,0.09560034527603617,10050643000.0,14272964000.0,1.4201045644542345
883241,SYNOPSYS INC,20250731,2025,Q3,10-Q,4799318000.0,1732496000.0,,584133000.0,655909000.0,1810265000.0,1149274000.0,878870000.0,134908000.0,,3896532000.0,153869000.0,48230256000.0,20616070000.0,27614531000.0,1991429000.0,383405000.0,,22117000.0,14318016000.0,127452000.0,672729000.0,0.028109827271291462,0.36098795703889597,0.13666712645421702,0.3771921343824268,0.2394661074761039,6.514587719038159,0.2973264956337781,0.5192966340800791,2374834000.0,,0.15501410825454784,14340133000.0,4050401000.0,0.2824521223059786
883241,SYNOPSYS INC,20251031,2025,FY,10-K,7054178000.0,2479338000.0,,769648000.0,893294000.0,2632851000.0,2263380000.0,1703274000.0,189618000.0,,3896532000.0,153869000.0,48224461000.0,19897446000.0,28327602000.0,2245961000.0,382557000.0,,22117000.0,13462398000.0,128205000.0,680698000.0,0.026880240334167922,0.3514708588300437,0.12663332283364553,0.3732328557629252,0.32085666111629163,8.98265987406259,0.27961981783477063,0.4760203493398418,2628518000.0,,0.21457581592072103,13484515000.0,4050401000.0,0.3003742440866431
883241,SYNOPSYS INC,20260131,2026,Q1,10-Q,2408798000.0,714988000.0,,182732000.0,258724000.0,1013652000.0,295683000.0,856832000.0,40715000.0,,2888030000.0,73910000.0,48224461000.0,19897446000.0,30548827000.0,2459122000.0,420887000.0,,22117000.0,13462398000.0,133098000.0,691249000.0,0.01690262114133273,0.2968235609627706,0.10740792710721281,0.42081237197971766,0.12275126432353398,21.044627287240576,0.27961981783477063,0.4414086013842692,2880009000.0,,0.3388067409554475,13484515000.0,2961940000.0,0.21965491528616343
937966,ASML HOLDING NV,20221231,2022,FY,20-F,21173400000.0,3253500000.0,,,117500000.0,6750100000.0,5883200000.0,10845800000.0,1281800000.0,,,,36300400000.0,27489600000.0,13865400000.0,12481000000.0,5269900000.0,,746200000.0,4075000000.0,,,0.06053822248670502,0.15365978066819688,0.005549415776398689,0.3188009483597344,0.27785806719752143,8.461382430956467,0.13281396348249605,0.34771445468576456,17750900000.0,,0.45169882966363456,4821200000.0,0.0,0.0
937966,ASML HOLDING NV,20231231,2023,FY,20-F,27558500000.0,3980600000.0,,,134800000.0,9042300000.0,7839000000.0,10845800000.0,2155600000.0,,,,39957500000.0,27489600000.0,13865400000.0,12481000000.0,5269900000.0,,746200000.0,4631500000.0,,,0.07821906126966272,0.14444182375673567,0.0048914128127438,0.3281129234174574,0.28444944391022736,5.031452959732789,0.1345854970906588,0.38785033248229406,17750900000.0,,0.3153364660631021,5377700000.0,0.0,0.0
937966,ASML HOLDING NV,20241231,2024,FY,20-F,28262900000.0,4303700000.0,,,172600000.0,9042300000.0,7839000000.0,11166200000.0,2155600000.0,,,,48589600000.0,30112800000.0,18476800000.0,12570800000.0,5625400000.0,,1010300000.0,4631500000.0,,,0.07626959724585941,0.15227382894182834,0.0061069458548132,0.31993532156997334,0.27736007274554275,5.180089070328447,0.11611126660849236,0.3053450813993765,18196200000.0,,0.31881370984576957,5641800000.0,0.0,0.0
937966,ASML HOLDING NV,20251231,2025,FY,20-F,32667300000.0,4698800000.0,,,202300000.0,11301400000.0,9609400000.0,12658500000.0,2155600000.0,,,,50566600000.0,30954400000.0,19612200000.0,16006300000.0,5625400000.0,,1681900000.0,3677300000.0,,,0.0659864757724085,0.14383802763007655,0.006192737079587233,0.34595451720833986,0.29415960302810457,5.872378920022268,0.10598300063678397,0.27325848196530733,21631700000.0,,0.32151111356004325,5359200000.0,0.0,0.0
